Country,Innings Player,Country Image,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Australia,DW Fleming,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,4,10,5,,11,18,53,51,,,,,,,,,,,,,,,,,,
Australia,DW Hookes,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,14,,9,,,18,641,139,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Fawad Ahmed,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
Australia,G Dymock,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,2,,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GA Bishop,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GA Manou,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,
Australia,GB Hogg,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,226,148,95,113,85,85,,,,,,,,,,,
Australia,GC Dyer,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,51,50,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GD Campbell,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GD McGrath,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,0,14,11,18,2,,7,17,1,18,6,0,8,7,6,,,,,,,,,,,,
Australia,GD McKenzie,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GD Porter,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GD Watson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GF Lawson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,4,55,5,103,99,107,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GJ Bailey,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,1098,406,291,808,,,
Australia,GJ Cosier,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,25,,3,84,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GJ Gilmour,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GJ Maxwell,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,387,380,644,228,272,207,635
Australia,GM Ritchie,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,4,,340,64,462,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GM Wood,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,33,87,24,658,317,379,39,603,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GN Yallop,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,19,125,63,111,,396,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GR Beard,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GR Marsh,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,724,883,498,818,546,606,282,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GR Robertson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,38,,,,,,,,,,,,,,,,,,,,,
Australia,GRJ Matthews,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,12,72,318,71,,9,40,,61,36,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GS Blewett,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,111,81,282,,77,,,,,,,,,,,,,,,,,,,,
Australia,GS Chappell,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,22,101,,117,232,,174,,273,346,454,338,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GS Sandhu,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,GS Trimble,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,HWR Cartwright,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
Australia,IA Healy,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,27,89,240,131,140,223,290,235,242,147,,,,,,,,,,,,,,,,,,,,,,
Australia,IC Davis,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,IJ Harvey,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,8,93,,101,161,66,173,113,,,,,,,,,,,,,,,
Australia,IM Chappell,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,60,87,,169,226,,,,123,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,IR Redpath,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,12,,,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,IW Callen,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,J Angel,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,J Dyson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,218,37,183,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,JA Burns,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,
Australia,JA Maclean,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,JA Richardson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,47
Australia,JD Siddons,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,JJ Krejza,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
Australia,JK Moss,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,JL Langer,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,125,6,,29,,,,,,,,,,,,,,,,,,,,,,
Australia,JL Pattinson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,,4,2,,,,
Australia,JM Mennie,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Australia,JM Wiener,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,57,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,JN Gillespie,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,8,57,,16,24,9,46,7,56,66,,,,,,,,,,,,,,
Australia,JN Maguire,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,JP Behrendorff,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Australia,JP Faulkner,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,262,144,107,111,,
Australia,JP Maher,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,228,189,,,,,,,,,,,,,,,,
Australia,JR Hammond,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,JR Hazlewood,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,16,5,16,
Australia,JR Hopes,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,156,259,501,326,,,,,,,,,
Australia,JR Thomson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,55,,6,1,0,18,14,49,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,JS Paris,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,JW Hastings,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,66,,,,34,155,,,
Australia,KC Wessels,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,429,802,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,KD Walters,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,41,17,,19,141,,12,,46,60,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,KH MacLeay,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,73,15,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,KJ Hughes,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,5,,222,302,340,236,315,522,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,KJ O'Keeffe,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,KJ Wright,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,KR Stackpole,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,13,150,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,KW Richardson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,,19,0,15,6
Australia,L Ronchi,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,
Australia,LS Pascoe,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,4,,,5,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,MA Starc,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,79,39,2,45,51,21,68
Australia,MA Taylor,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,48,468,120,294,572,586,523,792,111,,,,,,,,,,,,,,,,,,,,,,
Australia,MC Henriques,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,14,,4,10,35,,
Australia,ME Waugh,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,50,81,89,257,381,745,939,468,1059,676,757,1468,595,809,126,,,,,,,,,,,,,,,,,
Australia,MEK Hussey,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,587,784,447,622,1166,825,414,580,,,,,,,
Australia,MF Kent,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,MF Malone,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,5,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,MG Bevan,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,432,94,760,728,959,949,881,581,466,784,278,,,,,,,,,,,,,,,
Australia,MG Hughes,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,4,33,19,,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,MG Johnson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,35,38,289,119,208,12,102,95,34,,,,
Australia,MG Neser,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,
Australia,MHN Walker,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,56,,5,,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,MJ Bennett,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,MJ Clarke,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,615,954,729,981,471,868,777,900,656,303,181,219,,,,
Australia,MJ Cosgrove,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,
Australia,MJ Di Venuto,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,
Australia,MJ North,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,
Australia,MJ Slater,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,91,435,232,211,18,,,,,,,,,,,,,,,,,,,,,,
Australia,ML Hayden,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,102,184,,,,,,191,311,878,1037,946,480,103,1601,298,,,,,,,,,,,
Australia,ML Lewis,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Australia,MP Stoinis,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,341,376,329
Australia,MR Marsh,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,31,321,236,642,4,186,
Australia,MR Whitney,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,1,,,,6,5,,,2,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,MRJ Veletta,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,141,326,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,MS Kasprowicz,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,45,15,2,,,,,11,1,,,,,,,,,,,,,,
Australia,MS Wade,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,192,171,166,518,184,,
Australia,MTG Elliott,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Australia,NM Coulter-Nile,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,50,0,16,10,34,132
Australia,NM Hauritz,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,22,,,,,,161,138,2,,,,,,,,
Australia,NM Lyon,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,8,,34,,4,27
Australia,NW Bracken,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,24,72,44,17,35,,,,,,,,,,
Australia,P Wilson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Australia,PA Emery,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,PA Jaques,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,4,,,,,,,,,,,,
Australia,PH Carlson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,PJ Cummins,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4,,1,12,0,94,38,68
Australia,PJ Forrest,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,,,,,,,
Australia,PJ Hughes,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,166,,,,,
Australia,PL Taylor,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,43,91,87,142,16,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,PM Siddle,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,,,,,,,,,10
Australia,PM Toohey,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,35,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,PR Reiffel,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,41,67,130,64,119,38,34,10,,,,,,,,,,,,,,,,,,,,
Australia,PSP Handscomb,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,483
Australia,R Edwards,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,69,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,RAL Massie,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,RB Kerr,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,RB McCosker,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,120,,12,,1,136,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,RB Simpson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,RD Robinson,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,RD Woolley,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,RG Holland,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,RJ Bright,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,17,,20,5,18,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,RJ Campbell,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,
Australia,RJ Harris,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,36,,5,,,,,,,
Australia,RJ McCurdy,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,RM Hogg,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,8,,3,,42,47,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,RT Ponting,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,196,733,75,1166,1038,510,828,882,1154,840,1076,798,1424,278,1198,771,604,18,,,,,,,
Australia,RW Marsh,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,10,17,,1,92,,43,,100,107,215,101,257,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,S Lee,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,46,15,,,227,164,25,,,,,,,,,,,,,,,,,,
Australia,SA Abbott,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Australia,SB Smith,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,164,484,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,SCG MacGill,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Australia,SD Heazlett,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
Australia,SE Marsh,https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,393,313,235,,216,177,45,146,38,416,461
